Area,Bedrooms,Bathrooms,Floors,Age,Parking,City,HasGarden,HasPool,Furnished,DistanceToCenter_km,CrimeIndex,SchoolScore,Price
130.0,1.0,1.0,1.0,10.0,2.0,Tehran,0.0,0.0,0.0,25.4,3.0,8.9,185729
55.0,1.0,1.0,,18.0,0.0,Tehran,0.0,0.0,1.0,18.9,8.5,7.6,100000
135.0,2.0,2.0,2.0,4.0,3.0,Mashhad,0.0,0.0,0.0,26.0,1.1,7.3,146042
166.0,2.0,2.0,3.0,31.0,2.0,Rasht,0.0,1.0,0.0,6.5,4.4,9.9,318361
49.0,1.0,1.0,2.0,11.0,1.0,Tehran,0.0,0.0,0.0,3.9,5.5,8.3,269058
120.0,3.0,4.0,2.0,42.0,2.0,Tabriz,1.0,0.0,1.0,17.4,2.5,5.4,100000
396.0,7.0,5.0,1.0,45.0,1.0,Tabriz,1.0,0.0,,33.0,8.7,8.2,218002
314.0,6.0,5.0,1.0,13.0,0.0,Qom,0.0,0.0,1.0,1.3,9.1,8.1,539345
367.0,7.0,5.0,3.0,17.0,0.0,Isfahan,1.0,1.0,1.0,12.1,5.0,5.7,715699
379.0,7.0,5.0,1.0,26.0,1.0,Qom,0.0,0.0,1.0,,9.5,8.2,370594
220.0,5.0,5.0,4.0,26.0,2.0,Shiraz,1.0,0.0,0.0,15.0,7.8,7.3,396590
364.0,7.0,5.0,4.0,43.0,3.0,Qom,0.0,,0.0,9.4,3.7,7.3,408428
49.0,1.0,1.0,3.0,3.0,0.0,Shiraz,1.0,0.0,0.0,32.2,3.3,9.0,100000
313.0,6.0,5.0,,21.0,2.0,Rasht,0.0,0.0,0.0,19.8,3.4,8.4,433992
337.0,5.0,5.0,2.0,26.0,3.0,Tabriz,0.0,1.0,1.0,16.4,6.9,4.2,405987
221.0,5.0,4.0,4.0,,2.0,Tabriz,0.0,,1.0,31.1,7.8,9.9,155239
397.0,7.0,5.0,4.0,7.0,2.0,Qom,1.0,1.0,0.0,4.3,3.6,7.7,621029
403.0,7.0,5.0,2.0,18.0,3.0,Tabriz,1.0,0.0,1.0,29.1,2.1,8.9,579668
132.0,3.0,4.0,1.0,22.0,2.0,Tabriz,1.0,1.0,0.0,24.7,4.5,4.6,136778
287.0,5.0,5.0,4.0,2.0,1.0,Karaj,0.0,1.0,0.0,7.1,5.7,9.1,661747
116.0,2.0,1.0,4.0,,1.0,Rasht,1.0,0.0,1.0,15.9,8.2,8.5,184960
341.0,5.0,5.0,2.0,28.0,3.0,Shiraz,1.0,0.0,0.0,30.3,3.1,8.0,368080
340.0,6.0,5.0,4.0,37.0,1.0,Qom,1.0,1.0,0.0,34.6,4.1,6.2,396813
227.0,4.0,3.0,4.0,28.0,3.0,Shiraz,0.0,0.0,0.0,29.3,3.2,7.8,100000
134.0,3.0,3.0,1.0,11.0,2.0,Isfahan,0.0,1.0,0.0,24.4,2.3,8.5,269196
272.0,4.0,5.0,4.0,25.0,1.0,Rasht,0.0,0.0,0.0,9.9,2.3,9.0,415194
394.0,6.0,5.0,3.0,29.0,0.0,Shiraz,0.0,0.0,0.0,13.5,7.4,4.3,429154
60.0,1.0,1.0,3.0,7.0,3.0,Rasht,0.0,0.0,0.0,22.7,6.7,8.5,100000
75.0,1.0,1.0,2.0,14.0,1.0,Karaj,0.0,0.0,1.0,22.4,10.0,7.9,100000
332.0,5.0,4.0,2.0,20.0,3.0,Karaj,1.0,0.0,1.0,24.5,3.4,8.2,560912
61.0,1.0,1.0,4.0,7.0,2.0,Rasht,1.0,0.0,1.0,15.1,7.9,5.0,100000
85.0,2.0,1.0,2.0,21.0,1.0,Tabriz,0.0,0.0,1.0,27.6,8.1,5.6,100000
114.0,3.0,4.0,1.0,41.0,1.0,Isfahan,0.0,0.0,1.0,6.8,1.9,6.7,159088
145.0,4.0,4.0,3.0,30.0,1.0,Tabriz,1.0,0.0,0.0,10.0,6.0,9.2,253609
167.0,2.0,2.0,1.0,12.0,3.0,Karaj,1.0,0.0,1.0,14.1,6.9,8.6,357028
184.0,3.0,4.0,2.0,39.0,3.0,Mashhad,1.0,0.0,1.0,12.8,6.2,7.7,274946
161.0,2.0,2.0,4.0,2.0,0.0,Rasht,0.0,0.0,1.0,15.6,3.7,9.4,296360
167.0,4.0,5.0,1.0,39.0,0.0,Qom,0.0,0.0,1.0,2.0,6.3,7.5,107353
128.0,3.0,3.0,1.0,15.0,0.0,Karaj,1.0,0.0,0.0,3.0,5.1,4.7,245889
53.0,1.0,1.0,4.0,36.0,3.0,Shiraz,1.0,0.0,0.0,22.7,9.9,6.0,100000
95.0,1.0,1.0,1.0,3.0,1.0,Tabriz,,0.0,0.0,17.6,9.3,5.9,100000
211.0,4.0,4.0,4.0,12.0,3.0,Qom,0.0,0.0,0.0,2.1,4.9,4.2,302345
387.0,6.0,5.0,3.0,24.0,1.0,Karaj,1.0,0.0,1.0,19.0,2.8,9.6,689414
304.0,7.0,5.0,4.0,44.0,1.0,Karaj,0.0,0.0,1.0,21.9,4.9,4.3,363836
317.0,7.0,5.0,1.0,19.0,3.0,Rasht,1.0,1.0,0.0,32.6,5.0,8.9,450313
101.0,2.0,1.0,1.0,6.0,0.0,Karaj,0.0,0.0,1.0,7.2,9.5,9.4,107525
357.0,7.0,5.0,2.0,41.0,0.0,Isfahan,1.0,0.0,1.0,29.0,3.4,7.3,352415
275.0,6.0,5.0,1.0,37.0,1.0,Tabriz,0.0,0.0,1.0,6.8,9.9,5.0,249222
259.0,4.0,3.0,3.0,21.0,2.0,Shiraz,0.0,0.0,0.0,19.4,2.1,6.6,322597
388.0,7.0,5.0,1.0,11.0,0.0,,1.0,0.0,1.0,7.9,8.9,7.1,622314
110.0,3.0,3.0,,10.0,0.0,Tehran,0.0,0.0,0.0,5.4,9.0,4.2,270423
302.0,6.0,5.0,4.0,2.0,1.0,Shiraz,0.0,1.0,1.0,6.7,2.1,8.6,692607
303.0,5.0,,3.0,2.0,3.0,Rasht,0.0,0.0,1.0,25.7,7.5,8.2,394519
128.0,,1.0,3.0,22.0,3.0,Tabriz,1.0,0.0,0.0,18.6,7.9,9.6,100000
168.0,2.0,3.0,3.0,42.0,3.0,Mashhad,1.0,0.0,0.0,12.5,7.3,7.3,205112
130.0,2.0,2.0,4.0,31.0,2.0,Isfahan,0.0,0.0,0.0,31.3,6.3,8.9,100000
338.0,5.0,5.0,2.0,37.0,3.0,Tehran,0.0,0.0,1.0,29.1,4.2,8.3,726841
104.0,2.0,2.0,3.0,32.0,1.0,Rasht,0.0,0.0,1.0,17.8,9.7,4.8,100000
234.0,4.0,4.0,1.0,4.0,2.0,Tabriz,0.0,0.0,1.0,31.3,7.4,5.3,190573
352.0,6.0,5.0,2.0,41.0,1.0,,0.0,0.0,1.0,30.6,9.3,9.5,338505
353.0,7.0,5.0,1.0,13.0,2.0,Qom,0.0,0.0,0.0,3.7,7.3,9.8,454737
140.0,4.0,5.0,4.0,43.0,3.0,Tabriz,0.0,0.0,1.0,16.6,1.5,6.3,218780
201.0,4.0,,3.0,16.0,2.0,Tehran,1.0,0.0,1.0,34.6,6.2,8.8,311317
264.0,4.0,4.0,2.0,22.0,0.0,Isfahan,0.0,0.0,0.0,8.9,4.1,5.0,333137
223.0,5.0,5.0,2.0,42.0,0.0,Mashhad,1.0,0.0,0.0,19.2,3.7,,312813
402.0,7.0,5.0,3.0,11.0,1.0,Mashhad,0.0,0.0,1.0,17.6,3.3,8.1,678077
46.0,2.0,2.0,3.0,2.0,2.0,Shiraz,0.0,0.0,1.0,3.8,9.1,6.9,100000
317.0,7.0,5.0,1.0,17.0,1.0,Rasht,1.0,0.0,0.0,13.4,4.1,8.7,599473
156.0,4.0,4.0,4.0,28.0,0.0,Rasht,0.0,,0.0,29.9,4.7,10.0,112190
227.0,3.0,3.0,3.0,5.0,3.0,Karaj,0.0,0.0,0.0,21.4,9.1,8.8,343602
86.0,1.0,1.0,2.0,19.0,0.0,Mashhad,0.0,1.0,0.0,0.7,1.0,6.3,233453
154.0,2.0,2.0,2.0,12.0,2.0,Qom,0.0,1.0,0.0,26.8,8.9,5.0,171301
286.0,6.0,5.0,4.0,6.0,2.0,Karaj,0.0,0.0,0.0,33.3,7.4,7.5,363221
135.0,2.0,,3.0,22.0,2.0,Mashhad,0.0,0.0,1.0,0.5,8.8,9.5,166246
142.0,3.0,3.0,3.0,27.0,1.0,Shiraz,1.0,0.0,0.0,10.8,8.9,7.4,197691
63.0,2.0,3.0,1.0,34.0,0.0,Shiraz,1.0,0.0,0.0,5.8,7.4,9.4,143056
404.0,7.0,5.0,1.0,24.0,3.0,Qom,1.0,0.0,0.0,34.0,6.6,9.2,464562
368.0,6.0,5.0,2.0,20.0,0.0,Shiraz,1.0,0.0,0.0,12.8,1.2,5.1,501861
49.0,1.0,1.0,4.0,12.0,0.0,Isfahan,0.0,0.0,1.0,6.4,1.5,4.8,106508
93.0,2.0,1.0,1.0,44.0,3.0,Isfahan,0.0,1.0,0.0,10.8,4.4,8.0,100000
401.0,7.0,5.0,4.0,20.0,2.0,Karaj,0.0,0.0,0.0,21.9,4.0,10.0,586031
169.0,3.0,2.0,1.0,37.0,1.0,Tehran,1.0,0.0,1.0,24.4,4.1,5.3,297084
168.0,2.0,3.0,,0.0,3.0,Karaj,1.0,0.0,1.0,18.7,8.2,9.1,346469
,5.0,5.0,1.0,3.0,0.0,Mashhad,0.0,0.0,,6.9,4.8,4.3,488741
222.0,,3.0,4.0,25.0,3.0,,0.0,0.0,1.0,28.5,4.0,8.5,211487
78.0,2.0,3.0,2.0,1.0,,Tabriz,1.0,0.0,1.0,20.7,4.9,6.3,127912
195.0,3.0,4.0,2.0,4.0,3.0,Tehran,1.0,,1.0,22.1,8.7,4.3,559061
365.0,7.0,5.0,1.0,29.0,1.0,Qom,1.0,0.0,1.0,21.2,6.0,4.6,336450
225.0,3.0,3.0,4.0,1.0,0.0,Rasht,1.0,0.0,1.0,31.4,1.5,8.6,251631
112.0,3.0,3.0,4.0,26.0,1.0,Rasht,1.0,0.0,0.0,31.9,3.7,9.5,100000
334.0,6.0,5.0,4.0,30.0,0.0,Qom,0.0,0.0,1.0,2.1,5.7,8.4,353153
312.0,,,1.0,11.0,3.0,Mashhad,0.0,0.0,0.0,4.1,1.2,7.1,657869
92.0,1.0,1.0,1.0,44.0,0.0,Tehran,0.0,0.0,0.0,0.5,7.6,9.2,151225
184.0,3.0,4.0,1.0,8.0,,Qom,1.0,0.0,,12.6,3.7,8.2,319093
115.0,2.0,3.0,1.0,42.0,3.0,Rasht,0.0,0.0,0.0,23.2,3.6,8.3,177732
371.0,6.0,5.0,1.0,42.0,0.0,Tehran,0.0,1.0,0.0,10.7,9.4,9.8,798667
208.0,4.0,4.0,3.0,44.0,2.0,Tabriz,1.0,0.0,0.0,10.4,5.8,4.7,178414
335.0,6.0,5.0,2.0,17.0,3.0,Rasht,0.0,0.0,1.0,18.2,6.9,6.4,339024
223.0,5.0,5.0,1.0,33.0,3.0,Shiraz,0.0,0.0,0.0,20.1,1.3,6.9,326746
80.0,2.0,1.0,1.0,32.0,2.0,Tehran,1.0,1.0,0.0,18.4,6.9,7.1,125075
222.0,5.0,5.0,1.0,6.0,3.0,Shiraz,0.0,0.0,1.0,21.4,8.5,8.3,294521
226.0,,5.0,1.0,30.0,2.0,Qom,0.0,0.0,0.0,4.7,5.7,8.8,940809
185.0,2.0,1.0,2.0,33.0,1.0,Isfahan,1.0,1.0,0.0,32.7,6.8,8.1,164113
390.0,7.0,5.0,2.0,32.0,1.0,Tabriz,1.0,0.0,1.0,18.7,3.9,4.3,432408
264.0,4.0,3.0,3.0,31.0,0.0,Qom,1.0,0.0,0.0,34.1,1.6,6.9,206539
98.0,2.0,1.0,4.0,35.0,0.0,Karaj,0.0,0.0,0.0,6.1,7.2,8.7,129835
169.0,3.0,2.0,4.0,23.0,2.0,Tehran,1.0,0.0,0.0,18.4,8.0,9.0,281306
90.0,2.0,3.0,1.0,6.0,2.0,Rasht,0.0,0.0,1.0,22.6,2.1,7.3,165767
374.0,7.0,5.0,2.0,9.0,1.0,Tehran,0.0,0.0,0.0,34.7,5.4,7.0,744143
125.0,2.0,1.0,3.0,32.0,3.0,Isfahan,0.0,0.0,1.0,24.3,6.3,9.1,100000
119.0,3.0,4.0,4.0,0.0,3.0,Mashhad,0.0,0.0,,8.5,6.2,9.2,209355
352.0,7.0,5.0,3.0,4.0,0.0,Mashhad,0.0,0.0,0.0,4.8,2.1,7.9,731769
77.0,1.0,1.0,3.0,14.0,3.0,Rasht,1.0,0.0,0.0,11.3,8.7,9.9,150521
176.0,2.0,3.0,1.0,37.0,0.0,Tabriz,1.0,0.0,0.0,25.9,7.3,,100000
132.0,3.0,3.0,3.0,12.0,2.0,Mashhad,0.0,0.0,1.0,10.3,3.8,4.3,269146
184.0,2.0,2.0,4.0,35.0,3.0,Qom,0.0,0.0,1.0,27.0,2.6,7.9,100000
109.0,2.0,3.0,1.0,33.0,2.0,Mashhad,0.0,0.0,0.0,8.2,8.7,9.5,157208
130.0,2.0,1.0,2.0,41.0,,Qom,1.0,0.0,0.0,7.4,5.9,7.9,115597
63.0,1.0,1.0,2.0,34.0,3.0,Mashhad,1.0,0.0,0.0,25.4,8.9,6.2,100000
309.0,7.0,5.0,4.0,8.0,3.0,Karaj,1.0,0.0,0.0,32.3,3.4,6.9,483325
75.0,1.0,1.0,4.0,36.0,0.0,Tehran,1.0,0.0,0.0,8.3,3.2,7.8,100000
66.0,2.0,3.0,3.0,43.0,2.0,Rasht,0.0,0.0,1.0,20.8,1.1,9.3,100000
367.0,7.0,5.0,3.0,0.0,1.0,Mashhad,1.0,1.0,0.0,17.6,9.6,5.1,676239
335.0,7.0,5.0,3.0,27.0,3.0,Qom,0.0,0.0,0.0,12.7,4.9,,355978
109.0,2.0,2.0,2.0,40.0,3.0,Tabriz,0.0,0.0,0.0,1.9,5.6,5.9,100000
230.0,5.0,5.0,4.0,1.0,1.0,Tabriz,1.0,0.0,1.0,13.6,3.6,7.6,539120
226.0,5.0,5.0,3.0,13.0,3.0,Tehran,0.0,1.0,0.0,30.9,3.1,9.2,581344
416.0,7.0,5.0,2.0,20.0,1.0,Rasht,0.0,0.0,0.0,19.1,5.5,6.9,518835
197.0,5.0,5.0,3.0,3.0,1.0,Rasht,1.0,0.0,1.0,26.0,4.8,4.7,293970
265.0,5.0,5.0,2.0,24.0,1.0,Shiraz,0.0,0.0,0.0,,7.5,8.7,253686
62.0,1.0,2.0,1.0,33.0,1.0,Karaj,0.0,0.0,1.0,27.4,10.0,8.3,100000
70.0,1.0,1.0,1.0,29.0,2.0,Tehran,0.0,0.0,1.0,26.0,9.4,8.1,100000
356.0,6.0,5.0,4.0,41.0,3.0,Shiraz,0.0,,0.0,32.5,1.3,7.3,337250
301.0,5.0,5.0,1.0,23.0,3.0,Tabriz,1.0,0.0,0.0,25.3,1.9,4.9,349246
344.0,7.0,5.0,2.0,26.0,0.0,Mashhad,0.0,0.0,1.0,29.7,3.3,5.9,430724
368.0,7.0,5.0,4.0,45.0,1.0,Mashhad,0.0,0.0,0.0,1.9,4.1,6.7,593616
114.0,3.0,2.0,3.0,2.0,2.0,Tabriz,1.0,0.0,1.0,20.4,7.6,5.3,113807
368.0,6.0,5.0,4.0,35.0,0.0,Tehran,1.0,0.0,1.0,16.9,,9.1,850430
62.0,1.0,1.0,4.0,29.0,2.0,Karaj,0.0,0.0,1.0,24.1,2.3,7.3,100000
226.0,4.0,3.0,4.0,15.0,3.0,Rasht,0.0,1.0,1.0,19.3,5.4,8.8,388806
344.0,,4.0,3.0,19.0,1.0,,0.0,0.0,1.0,20.2,9.2,9.4,473156
233.0,4.0,4.0,4.0,2.0,0.0,Tabriz,1.0,0.0,0.0,17.5,6.6,5.2,251642
234.0,4.0,3.0,2.0,35.0,1.0,Shiraz,0.0,0.0,0.0,16.2,5.0,7.2,235132
107.0,1.0,1.0,3.0,44.0,1.0,Qom,0.0,1.0,1.0,8.3,2.0,9.4,151669
80.0,2.0,2.0,2.0,36.0,1.0,Tabriz,0.0,0.0,1.0,23.6,1.2,6.7,100000
408.0,6.0,5.0,2.0,32.0,3.0,Qom,0.0,0.0,0.0,29.9,6.6,8.8,331690
122.0,3.0,4.0,1.0,2.0,2.0,Qom,1.0,0.0,0.0,3.8,3.7,8.5,372824
,5.0,5.0,4.0,35.0,1.0,Tehran,1.0,0.0,1.0,,7.4,6.2,647987
339.0,7.0,5.0,2.0,5.0,3.0,Isfahan,1.0,0.0,0.0,5.0,4.6,5.7,579274
220.0,3.0,2.0,1.0,6.0,0.0,Rasht,0.0,0.0,1.0,4.2,6.2,5.6,298416
68.0,,1.0,4.0,9.0,2.0,Mashhad,0.0,0.0,1.0,0.7,5.9,4.8,117326
269.0,4.0,3.0,3.0,4.0,3.0,Mashhad,0.0,1.0,1.0,33.4,1.4,8.8,364651
215.0,4.0,5.0,3.0,13.0,2.0,Karaj,1.0,0.0,0.0,17.5,7.1,5.7,419874
292.0,5.0,4.0,3.0,45.0,,Qom,0.0,0.0,1.0,6.7,5.1,8.8,262522
70.0,1.0,1.0,3.0,30.0,3.0,Mashhad,1.0,0.0,1.0,32.0,4.9,5.8,100000
346.0,6.0,5.0,4.0,15.0,2.0,Rasht,0.0,,0.0,5.0,6.3,8.1,517124
227.0,4.0,4.0,4.0,30.0,0.0,Shiraz,0.0,0.0,0.0,20.3,2.0,7.4,337577
111.0,3.0,2.0,2.0,32.0,0.0,Isfahan,0.0,0.0,1.0,28.7,7.4,5.9,100000
61.0,1.0,2.0,4.0,25.0,3.0,Tehran,1.0,,0.0,33.2,4.2,8.7,100000
375.0,7.0,5.0,1.0,34.0,0.0,Tabriz,1.0,0.0,0.0,8.5,6.9,4.2,356987
363.0,7.0,5.0,4.0,26.0,3.0,,0.0,0.0,1.0,27.6,2.4,4.3,482008
404.0,7.0,5.0,3.0,18.0,1.0,Shiraz,0.0,0.0,0.0,15.6,1.1,6.5,563130
182.0,3.0,2.0,2.0,3.0,0.0,Qom,1.0,0.0,0.0,33.2,1.4,5.5,122968
178.0,4.0,4.0,2.0,27.0,1.0,Tabriz,0.0,0.0,1.0,26.1,2.6,4.7,130089
349.0,5.0,5.0,3.0,39.0,1.0,Tehran,0.0,0.0,1.0,21.3,1.4,6.3,674657
86.0,3.0,4.0,4.0,34.0,2.0,Shiraz,0.0,1.0,0.0,32.7,6.9,8.5,113788
196.0,4.0,4.0,3.0,34.0,3.0,Tabriz,0.0,0.0,1.0,12.8,2.0,6.0,233588
352.0,6.0,5.0,3.0,26.0,3.0,Isfahan,0.0,0.0,0.0,25.4,9.0,8.5,530119
367.0,7.0,5.0,3.0,38.0,3.0,Isfahan,0.0,0.0,1.0,20.8,7.4,6.1,523750
109.0,1.0,1.0,2.0,21.0,3.0,Mashhad,0.0,0.0,1.0,18.7,3.7,8.5,100000
84.0,1.0,1.0,1.0,2.0,1.0,Qom,0.0,0.0,1.0,22.6,9.2,7.1,100000
234.0,5.0,4.0,3.0,10.0,2.0,Shiraz,0.0,0.0,0.0,2.8,6.1,9.8,482196
352.0,7.0,5.0,2.0,17.0,0.0,Shiraz,0.0,0.0,1.0,29.1,1.3,5.7,453453
140.0,2.0,3.0,1.0,2.0,2.0,Tabriz,0.0,0.0,0.0,1.4,2.7,7.6,268564
270.0,5.0,4.0,4.0,15.0,2.0,Qom,0.0,0.0,1.0,8.0,5.2,5.9,396856
356.0,6.0,5.0,2.0,28.0,3.0,Tabriz,0.0,0.0,0.0,18.2,8.9,9.6,470002
245.0,5.0,5.0,2.0,17.0,2.0,Tabriz,0.0,0.0,0.0,10.8,1.5,9.4,459026
57.0,2.0,3.0,1.0,26.0,1.0,Tehran,1.0,0.0,1.0,22.5,3.5,8.5,142387
138.0,4.0,4.0,2.0,34.0,3.0,Qom,0.0,1.0,0.0,16.2,6.8,6.8,135696
365.0,6.0,5.0,3.0,0.0,2.0,Tehran,1.0,1.0,0.0,11.8,7.5,7.2,913270
340.0,6.0,5.0,2.0,9.0,2.0,Karaj,0.0,0.0,0.0,12.0,,6.6,621005
205.0,3.0,3.0,1.0,5.0,1.0,Tehran,0.0,1.0,1.0,16.6,5.9,4.0,486694
163.0,4.0,4.0,1.0,9.0,,Tabriz,1.0,0.0,1.0,17.2,9.2,4.7,229121
,1.0,1.0,4.0,37.0,3.0,,0.0,0.0,0.0,18.8,7.0,7.8,100000
100.0,1.0,2.0,4.0,33.0,0.0,Qom,0.0,0.0,1.0,0.8,1.6,6.8,185778
334.0,,5.0,3.0,14.0,1.0,Tabriz,1.0,0.0,1.0,25.5,1.3,10.0,464688
133.0,1.0,1.0,3.0,35.0,3.0,Mashhad,0.0,0.0,0.0,26.8,9.5,4.1,100000
168.0,4.0,5.0,1.0,40.0,0.0,Isfahan,1.0,,0.0,7.0,1.9,7.4,365702
56.0,1.0,2.0,4.0,45.0,1.0,Karaj,1.0,1.0,0.0,15.0,7.8,9.5,100000
114.0,1.0,1.0,1.0,41.0,0.0,Tabriz,1.0,0.0,1.0,22.3,2.1,8.6,100000
46.0,1.0,1.0,2.0,17.0,1.0,Karaj,0.0,0.0,0.0,1.2,8.1,9.2,100000
243.0,4.0,5.0,1.0,20.0,1.0,Isfahan,1.0,0.0,1.0,22.7,3.5,4.1,362567
369.0,7.0,5.0,4.0,29.0,1.0,Shiraz,0.0,0.0,0.0,14.1,3.3,9.7,528638
403.0,7.0,5.0,3.0,11.0,3.0,Shiraz,0.0,0.0,0.0,31.6,4.6,6.0,472610
188.0,2.0,2.0,3.0,34.0,3.0,Mashhad,1.0,0.0,0.0,4.4,8.8,6.1,270990
62.0,1.0,1.0,4.0,8.0,1.0,Mashhad,0.0,0.0,0.0,7.5,5.6,8.1,129022
361.0,7.0,5.0,3.0,20.0,2.0,Isfahan,0.0,0.0,1.0,3.9,2.7,8.3,642592
198.0,3.0,3.0,1.0,2.0,1.0,Shiraz,0.0,0.0,1.0,24.0,8.2,,185635
88.0,1.0,2.0,3.0,34.0,0.0,Mashhad,0.0,,1.0,20.0,5.1,5.9,200000
279.0,5.0,5.0,4.0,5.0,0.0,Rasht,0.0,0.0,1.0,11.3,3.8,9.5,424741
384.0,7.0,5.0,4.0,18.0,1.0,Shiraz,1.0,0.0,0.0,32.6,1.4,8.6,417180
79.0,2.0,2.0,1.0,36.0,3.0,Karaj,0.0,0.0,1.0,20.6,8.0,7.7,400000
145.0,4.0,5.0,1.0,22.0,2.0,Isfahan,0.0,0.0,1.0,30.1,2.1,7.8,177132
174.0,4.0,3.0,2.0,30.0,0.0,Rasht,1.0,0.0,1.0,28.3,8.3,7.2,163109
354.0,6.0,5.0,3.0,41.0,1.0,Shiraz,0.0,0.0,0.0,30.0,8.4,6.1,338642
127.0,1.0,2.0,2.0,11.0,1.0,Karaj,1.0,0.0,1.0,19.8,7.4,6.6,227645
245.0,4.0,3.0,2.0,37.0,3.0,Qom,0.0,1.0,0.0,13.9,5.9,8.3,311316
85.0,,2.0,3.0,44.0,1.0,Isfahan,0.0,,1.0,33.2,,5.2,100000
181.0,3.0,2.0,1.0,4.0,2.0,Tehran,1.0,0.0,1.0,4.5,3.7,8.3,529411
103.0,3.0,3.0,1.0,,1.0,Qom,0.0,0.0,0.0,4.8,4.4,7.2,133161
251.0,5.0,5.0,3.0,12.0,3.0,Shiraz,0.0,0.0,0.0,27.4,2.0,7.3,354536
222.0,4.0,4.0,4.0,8.0,0.0,Shiraz,1.0,0.0,0.0,10.2,7.8,7.3,376591
410.0,6.0,5.0,1.0,27.0,3.0,Mashhad,0.0,0.0,0.0,32.5,3.1,8.9,551814
331.0,6.0,5.0,2.0,41.0,2.0,Karaj,0.0,0.0,1.0,16.7,3.2,6.9,569385
173.0,3.0,2.0,3.0,12.0,1.0,Rasht,0.0,0.0,0.0,7.0,8.2,6.5,204087
160.0,4.0,4.0,2.0,14.0,1.0,Tabriz,0.0,1.0,,8.9,6.6,4.3,287144
409.0,6.0,5.0,4.0,1.0,2.0,Isfahan,1.0,0.0,0.0,8.5,2.2,9.9,772484
329.0,6.0,5.0,3.0,17.0,3.0,Isfahan,0.0,1.0,1.0,,5.8,6.9,687753
191.0,,3.0,4.0,23.0,1.0,Mashhad,0.0,0.0,0.0,5.9,4.7,,338288
239.0,3.0,3.0,4.0,5.0,2.0,Isfahan,0.0,0.0,0.0,2.7,8.4,4.5,285719
187.0,3.0,3.0,4.0,13.0,0.0,Qom,0.0,,1.0,10.4,8.0,5.2,198358
263.0,5.0,4.0,1.0,3.0,3.0,Rasht,0.0,0.0,0.0,21.0,6.8,9.5,301253
350.0,6.0,5.0,1.0,34.0,2.0,Tehran,0.0,1.0,0.0,9.0,6.4,9.1,881779
62.0,2.0,3.0,3.0,6.0,1.0,Rasht,0.0,0.0,0.0,3.0,8.3,8.7,167734
210.0,4.0,3.0,2.0,36.0,2.0,Mashhad,0.0,0.0,0.0,3.0,4.0,5.8,296136
284.0,4.0,4.0,1.0,39.0,3.0,Isfahan,0.0,0.0,0.0,15.5,1.0,4.8,313590
185.0,3.0,2.0,1.0,37.0,1.0,Mashhad,0.0,1.0,0.0,22.8,2.0,8.7,172223
82.0,2.0,3.0,1.0,19.0,1.0,Rasht,0.0,0.0,0.0,23.5,7.7,4.7,100000
390.0,7.0,5.0,4.0,28.0,3.0,Rasht,1.0,0.0,0.0,25.7,7.9,8.6,557464
,5.0,5.0,2.0,38.0,2.0,Shiraz,0.0,0.0,0.0,5.5,4.5,6.0,373210
296.0,6.0,5.0,1.0,21.0,2.0,Shiraz,0.0,0.0,0.0,6.5,2.7,5.8,459852
155.0,4.0,4.0,2.0,36.0,2.0,Tehran,0.0,0.0,1.0,24.6,4.8,4.7,339670
132.0,1.0,1.0,2.0,16.0,1.0,Tabriz,1.0,0.0,1.0,1.3,1.5,8.1,238020
395.0,7.0,5.0,3.0,5.0,0.0,Qom,0.0,0.0,0.0,13.6,2.8,5.0,481076
265.0,5.0,5.0,4.0,23.0,2.0,Mashhad,0.0,1.0,1.0,1.8,4.3,8.9,635705
303.0,6.0,5.0,4.0,40.0,3.0,Rasht,0.0,0.0,1.0,20.1,3.8,9.5,368391
289.0,4.0,4.0,2.0,34.0,1.0,Shiraz,1.0,0.0,0.0,1.7,9.2,4.9,382289
235.0,4.0,3.0,2.0,32.0,2.0,Karaj,1.0,0.0,1.0,31.7,9.4,4.8,278826
221.0,3.0,4.0,1.0,8.0,0.0,Isfahan,1.0,0.0,0.0,15.5,6.9,4.4,225678
272.0,4.0,5.0,1.0,35.0,3.0,Qom,0.0,0.0,0.0,2.6,9.8,4.7,223934
58.0,1.0,1.0,2.0,14.0,3.0,Tabriz,1.0,0.0,0.0,25.6,4.9,4.6,100000
53.0,1.0,1.0,2.0,6.0,0.0,Qom,0.0,0.0,1.0,15.4,2.9,7.8,100000
124.0,2.0,2.0,3.0,45.0,2.0,Tehran,0.0,0.0,0.0,33.8,6.1,7.8,100000
235.0,3.0,2.0,4.0,21.0,0.0,Karaj,1.0,0.0,1.0,4.6,6.1,4.7,382988
276.0,5.0,5.0,1.0,44.0,3.0,Qom,1.0,0.0,1.0,2.4,8.4,9.5,416685
116.0,1.0,1.0,3.0,32.0,3.0,Rasht,0.0,0.0,0.0,28.1,8.6,6.6,100000
74.0,1.0,1.0,4.0,32.0,0.0,Tehran,0.0,0.0,1.0,21.8,6.9,7.5,100000
383.0,6.0,5.0,4.0,16.0,1.0,Rasht,1.0,0.0,1.0,13.9,4.6,4.6,493055
105.0,1.0,1.0,1.0,13.0,1.0,Shiraz,0.0,0.0,,6.7,1.5,7.4,101559
102.0,3.0,3.0,2.0,40.0,3.0,Karaj,0.0,0.0,1.0,16.8,3.0,8.7,138275
